"c","PA_empirica","PA_normal"
0,0,0
0.0677429718875502,0,0.00886919647875015
0.1354859437751,0,0.0177386019558603
0.203228915662651,0,0.0266084228531719
0.270971887550201,0,0.0354788604464972
0.338714859437751,0,0.044350108310105
0.406457831325301,0,0.053222349782152
0.474200803212852,0,0.0620957554579455
0.541943775100402,0,0.0709704807178493
0.609686746987952,0,0.0798466632965395
0.677429718875502,0.024390243902439,0.088724420900204
0.745172690763053,0.0487804878048781,0.0976038488781404
0.812915662650603,0.0487804878048781,0.106485017955049
0.880658634538153,0.0487804878048781,0.115367972030154
0.948401606425703,0.0975609756097561,0.124252726049084
1.01614457831325,0.0975609756097561,0.133139263954239
1.0838875502008,0.121951219512195,0.142027536719167
1.15163052208835,0.170731707317073,0.150917460472198
1.2193734939759,0.170731707317073,0.159808914714368
1.28711646586345,0.195121951219512,0.168701740636373
1.354859437751,0.195121951219512,0.177595739539037
1.42260240963855,0.24390243902439,0.18649067136146
1.49034538152611,0.24390243902439,0.195386253320733
1.55808835341366,0.268292682926829,0.204282158666785
1.62583132530121,0.292682926829268,0.213178015555599
1.69357429718876,0.292682926829268,0.222073406043725
1.76131726907631,0.292682926829268,0.23096786520665
1.82906024096386,0.317073170731707,0.239860880383278
1.89680321285141,0.317073170731707,0.248751890548392
1.96454618473896,0.341463414634146,0.25764028581464
2.03228915662651,0.341463414634146,0.266525407065229
2.10003212851406,0.341463414634146,0.275406545718133
2.16777510040161,0.365853658536585,0.284282943622309
2.23551807228916,0.365853658536585,0.293153793086003
2.30326104417671,0.365853658536585,0.302018237036918
2.37100401606426,0.390243902439024,0.310875369313635
2.43874698795181,0.414634146341463,0.319724235087344
2.50648995983936,0.414634146341463,0.32856383141259
2.57423293172691,0.463414634146341,0.337393107905399
2.64197590361446,0.463414634146341,0.346210967546823
2.70971887550201,0.48780487804878,0.355016267609611
2.77746184738956,0.48780487804878,0.363807820705399
2.84520481927711,0.51219512195122,0.37258439594951
2.91294779116466,0.51219512195122,0.381344720240145
2.98069076305221,0.560975609756098,0.390087479648474
3.04843373493976,0.560975609756098,0.398811320915862
3.11617670682731,0.585365853658537,0.407514853054176
3.18391967871486,0.585365853658537,0.416196649044929
3.25166265060241,0.609756097560976,0.424855247632708
3.31940562248996,0.609756097560976,0.43348915520818
3.38714859437751,0.609756097560976,0.442096847775728
3.45489156626506,0.634146341463415,0.450676773000585
3.52263453815261,0.658536585365854,0.459227352330176
3.59037751004016,0.682926829268293,0.467746983184199
3.65812048192771,0.682926829268293,0.476234041207859
3.72586345381526,0.682926829268293,0.484686882582532
3.79360642570281,0.682926829268293,0.493103846388022
3.86134939759036,0.731707317073171,0.501483257010516
3.92909236947791,0.731707317073171,0.509823426590237
3.99683534136546,0.731707317073171,0.518122657502763
4.06457831325301,0.75609756097561,0.526379244867927
4.13232128514056,0.75609756097561,0.534591479080224
