"c","PA_empirica","PA_normal"
0,0,0
0.0263132530120482,0,0.0083356308154451
0.0526265060240964,0,0.0166722628087908
0.0789397590361446,0,0.0250108930018537
0.105253012048193,0,0.0333525101151692
0.131566265060241,0,0.0416980904445354
0.157879518072289,0,0.0500485937700941
0.184192771084337,0,0.0584049593086455
0.210506024096386,0,0.0667681017197801
0.236819277108434,0,0.0751389071762466
0.263132530120482,0,0.0835182295088037
0.28944578313253,0,0.0919068864355798
0.315759036144579,0,0.100305655885738
0.342072289156627,0.024390243902439,0.108715272426964
0.368385542168675,0.0487804878048781,0.117136423806008
0.394698795180723,0.0487804878048781,0.125569747611183
0.421012048192771,0.0487804878048781,0.134015828065404
0.44732530120482,0.0487804878048781,0.142475192957923
0.473638554216868,0.0487804878048781,0.150948310722614
0.499951807228916,0.0487804878048781,0.159435587670151
0.526265060240964,0.0731707317073171,0.167937365381072
0.552578313253012,0.0975609756097561,0.17645391826622
0.578891566265061,0.121951219512195,0.184985451300596
0.605204819277109,0.170731707317073,0.193532097936193
0.631518072289157,0.170731707317073,0.202093918198844
0.657831325301205,0.170731707317073,0.210670896973649
0.684144578313253,0.195121951219512,0.219262942482976
0.710457831325302,0.219512195121951,0.22786988496055
0.73677108433735,0.24390243902439,0.236491475524542
0.763084337349398,0.24390243902439,0.245127385252096
0.789397590361446,0.268292682926829,0.253777204457099
0.815710843373495,0.292682926829268,0.262440442172522
0.842024096385543,0.341463414634146,0.271116525838043
0.868337349397591,0.365853658536585,0.279804801193144
0.894650602409639,0.365853658536585,0.288504532375305
0.920963855421687,0.390243902439024,0.297214902222372
0.947277108433736,0.390243902439024,0.305935012777629
0.973590361445784,0.390243902439024,0.314663885995577
0.999903614457832,0.390243902439024,0.323400464645871
1.02621686746988,0.414634146341463,0.332143613412377
1.05253012048193,0.414634146341463,0.340892120183785
1.07884337349398,0.439024390243902,0.349644697531714
1.10515662650602,0.463414634146341,0.358399984371798
1.13146987951807,0.463414634146341,0.367156547802739
1.15778313253012,0.463414634146341,0.375912885117891
1.18409638554217,0.51219512195122,0.384667425983517
1.21040963855422,0.51219512195122,0.393418534777424
1.23672289156627,0.536585365853659,0.402164513081335
1.26303614457831,0.585365853658537,0.410903602319954
1.28934939759036,0.585365853658537,0.419633986539368
1.31566265060241,0.585365853658537,0.428353795317093
1.34197590361446,0.634146341463415,0.437061106795785
1.36828915662651,0.634146341463415,0.44575395083237
1.39460240963856,0.658536585365854,0.454430312254102
1.4209156626506,0.658536585365854,0.463088134212848
1.44722891566265,0.658536585365854,0.471725321628694
1.4735421686747,0.658536585365854,0.48033974471383
1.49985542168675,0.658536585365854,0.488929242567512
1.5261686746988,0.682926829268293,0.497491626832816
1.55248192771084,0.682926829268293,0.506024685405797
