c,PA_empirica,PA_normal
0,0,0
10.169799196787148,0.07994067482387839,0.012760278625474186
20.339598393574295,0.1799777530589544,0.025517298994795823
30.509397590361445,0.26444197256210605,0.03826780534184404
40.67919678714859,0.3388209121245829,0.0510085468773977
50.84899598393574,0.3967371153133111,0.0637362802696827
61.01879518072289,0.4459770114942529,0.07644777211545167
71.18859437751003,0.489432703003337,0.08913980139846589
81.35839357429718,0.5253244345569151,0.10180916193227285
91.52819277108433,0.5527623285131628,0.11445266478419897
101.69799196787147,0.5761957730812013,0.12706714067751212
111.86779116465863,0.5960697070819428,0.13964944236874427
122.03759036144578,0.6116425658138672,0.1521964469972128
132.20738955823293,0.6292918057100482,0.16470505840382255
142.37718875502006,0.646347793845013,0.17717220941629025
152.5469879518072,0.6604375231738969,0.1895948640979867
162.71678714859436,0.6728216536892844,0.20197001995766117
172.88658634538152,0.6863922877271041,0.21429471011737466
183.05638554216867,0.7001112347052281,0.22656600543604888
193.2261847389558,0.710715609936967,0.23878101658610706
203.39598393574295,0.7222098628105302,0.25093689608077197
213.5657831325301,0.732146829810901,0.26303084024966494
223.73558232931725,0.739488320355951,0.2750600911604438
233.9053815261044,0.7480904708935855,0.2870219384843083
244.07518072289156,0.7552094920281794,0.29891372130329735
254.24497991967868,0.7636633296255099,0.3107328298574029
264.41477911646587,0.771153133110864,0.3224767072296275
274.58457831325296,0.7780496848350018,0.3341428509672156
284.7543775100401,0.7836855765665555,0.3457288146373995
294.92417670682727,0.7901371894697813,0.3572322093161085
305.0939759036144,0.796737115313311,0.3686507050082011
315.2637751004016,0.8018539117538005,0.37998203199789504
325.4335742971887,0.8057100482017056,0.39122398212818776
335.6033734939759,0.8101594364108269,0.40237441000816726
345.77317269076303,0.8151279199110122,0.4134312341472449
355.9429718875502,0.8195031516499814,0.42439243801544635
366.11277108433734,0.8238042269187986,0.43525607102902575
376.2825702811245,0.8281053021876159,0.44602024946078106
386.4523694779116,0.8327771598071931,0.45668315727457476
396.62216867469874,0.8361883574341862,0.4672430468836751
406.7919678714859,0.8395995550611791,0.4776982398326591
416.96176706827305,0.842862439747868,0.4880471274027338
427.1315662650602,0.846199480904709,0.4982881711404492
437.30136546184735,0.850129773822766,0.5084199033098955
447.4711646586345,0.8527252502780868,0.5184409272685874
457.64096385542166,0.8550241008527995,0.5283499177673571
467.8107630522088,0.8591027067111605,0.5381456211746887
477.98056224899597,0.8623655913978494,0.5478268556260294
488.1503614457831,0.8655543196143863,0.5573925110987332
498.3201606425702,0.8682981090100111,0.5668415494133853
508.48995983935737,0.8708935854653318,0.5761730041623693
518.6597590361446,0.8737856878012606,0.5853859805666299
528.8295582329317,0.8774193548387097,0.5944796552616887
538.9993574297189,0.8791249536522061,0.6034532760140598
549.1691566265059,0.881794586577679,0.6123061613693076
