"date_UTC-4","BC","RefCh6","Sen1Ch6","ATN","BC_ONA","n_avg","BC_ONA_filtered"
2026-06-16 00:01:00,208,916492,381570,87.6259018250367,39.2843137254902,102,39.2843137254902
2026-06-16 00:02:00,-28,916479,381566,87.6255316688165,39.2843137254902,102,39.2843137254902
2026-06-16 00:03:00,713,916501,381540,87.6347463879267,39.2843137254902,102,39.2843137254902
2026-06-16 00:04:00,-382,916535,381573,87.6298072958263,39.2843137254902,102,39.2843137254902
2026-06-16 00:05:00,-106,916496,381562,87.6284348937484,39.2843137254902,102,39.2843137254902
2026-06-16 00:06:00,-486,916460,381571,87.622148114918,39.2843137254902,102,39.2843137254902
2026-06-16 00:07:00,958,916463,381525,87.634531611135,39.2843137254902,102,39.2843137254902
2026-06-16 00:08:00,-398,916560,381585,87.6293900959926,39.2843137254902,102,39.2843137254902
2026-06-16 00:09:00,514,916544,381553,87.6360308486062,39.2843137254902,102,39.2843137254902
2026-06-16 00:10:00,-235,916521,381555,87.6329972182025,39.2843137254902,102,39.2843137254902
2026-06-16 00:11:00,822,916491,381502,87.6436154089549,39.2843137254902,102,39.2843137254902
2026-06-16 00:12:00,41,916467,381490,87.6441422023691,39.2843137254902,102,39.2843137254902
2026-06-16 00:13:00,-105,916606,381553,87.6427951614037,39.2843137254902,102,39.2843137254902
2026-06-16 00:14:00,-110,916504,381516,87.6413642143401,39.2843137254902,102,39.2843137254902
2026-06-16 00:15:00,-4,916566,381542,87.6413141372251,39.2843137254902,102,39.2843137254902
2026-06-16 00:16:00,790,916585,381511,87.6515123253983,39.2843137254902,102,39.2843137254902
2026-06-16 00:17:00,-455,916471,381486,87.6456271858944,39.2843137254902,102,39.2843137254902
2026-06-16 00:18:00,-898,916516,381549,87.6340242003235,39.2843137254902,102,39.2843137254902
2026-06-16 00:19:00,140,916571,381565,87.6358316619769,39.2843137254902,102,39.2843137254902
2026-06-16 00:20:00,-280,916473,381538,87.6322154364723,39.2843137254902,102,39.2843137254902
2026-06-16 00:21:00,1002,916510,381504,87.6451642697514,39.2843137254902,102,39.2843137254902
2026-06-16 00:22:00,777,916578,381494,87.6552046832435,39.2843137254902,102,39.2843137254902
2026-06-16 00:23:00,85,916516,381464,87.656304292629,39.2843137254902,102,39.2843137254902
2026-06-16 00:24:00,-162,916468,381452,87.6542127557404,39.2843137254902,102,39.2843137254902
2026-06-16 00:25:00,-307,916547,381500,87.6502497291651,39.2843137254902,102,39.2843137254902
2026-06-16 00:26:00,178,916508,381475,87.6525478323657,39.2843137254902,102,39.2843137254902
2026-06-16 00:27:00,-344,916424,381457,87.6481008276502,39.2843137254902,102,39.2843137254902
2026-06-16 00:28:00,-128,916481,381487,87.6464561894677,39.2843137254902,102,39.2843137254902
2026-06-16 00:29:00,-182,916457,381486,87.6440995754263,39.2843137254902,102,39.2843137254902
2026-06-16 00:30:00,156,916413,381460,87.6461140475443,39.2843137254902,102,39.2843137254902
2026-06-16 00:31:00,709,916521,381470,87.6552769601118,39.2843137254902,102,39.2843137254902
2026-06-16 00:32:00,301,916410,381409,87.6591572624077,39.2843137254902,102,39.2843137254902
2026-06-16 00:33:00,-416,916392,381422,87.6537847002776,39.2843137254902,102,39.2843137254902
2026-06-16 00:34:00,12,916504,381468,87.6539463917025,39.2843137254902,102,39.2843137254902
2026-06-16 00:35:00,159,916494,381456,87.6560010747553,39.2843137254902,102,39.2843137254902
2026-06-16 00:36:00,-343,916487,381470,87.6515672108904,39.2843137254902,102,39.2843137254902
2026-06-16 00:37:00,10,916529,381487,87.6516934767723,39.2843137254902,102,39.2843137254902
2026-06-16 00:38:00,-475,916492,381495,87.645559390314,39.2843137254902,102,39.2843137254902
2026-06-16 00:39:00,-206,916434,381481,87.6429005516723,39.2843137254902,102,39.2843137254902
2026-06-16 00:40:00,364,916542,381508,87.6476072383189,39.2843137254902,102,39.2843137254902
2026-06-16 00:41:00,229,916461,381463,87.6505652744976,39.2843137254902,102,39.2843137254902
2026-06-16 00:42:00,461,916470,381444,87.6565282560666,39.2843137254902,102,39.2843137254902
2026-06-16 00:43:00,43,916415,381419,87.6570810452287,39.2843137254902,102,39.2843137254902
2026-06-16 00:44:00,-61,916451,381437,87.6562902111149,39.2843137254902,102,39.2843137254902
2026-06-16 00:45:00,-101,916427,381432,87.6549822199226,39.2843137254902,102,39.2843137254902
2026-06-16 00:46:00,-299,916519,381485,87.6511266635048,39.2843137254902,102,39.2843137254902
2026-06-16 00:47:00,141,916466,381456,87.6529459071573,39.2843137254902,102,39.2843137254902
2026-06-16 00:48:00,78,916444,381443,87.6539534055519,39.2843137254902,102,39.2843137254902
2026-06-16 00:49:00,0,916444,381443,87.6539534055519,39.2843137254902,102,39.2843137254902
2026-06-16 00:50:00,-24,916446,381445,87.6536473167824,39.2843137254902,102,39.2843137254902
2026-06-16 00:51:00,338,916462,381435,87.6580148206628,39.2843137254902,102,39.2843137254902
2026-06-16 00:52:00,-90,916497,381454,87.6568527168455,39.2843137254902,102,39.2843137254902
2026-06-16 00:53:00,-480,916481,381471,87.6506503915083,39.2843137254902,102,39.2843137254902
2026-06-16 00:54:00,58,916447,381454,87.6513970127965,39.2843137254902,102,39.2843137254902
2026-06-16 00:55:00,907,916439,381406,87.6631082950739,39.2843137254902,102,39.2843137254902
2026-06-16 00:56:00,0,916427,381401,87.6631098179728,39.2843137254902,102,39.2843137254902
2026-06-16 00:57:00,-864,916416,381439,87.6519467262343,39.2843137254902,102,39.2843137254902
2026-06-16 00:58:00,264,916392,381416,87.6553577734596,39.2843137254902,102,39.2843137254902
2026-06-16 00:59:00,320,916389,381399,87.6594875771736,39.2843137254902,102,39.2843137254902
2026-06-16 01:00:00,6,916469,381432,87.6595651313379,39.2843137254902,102,39.2843137254902
2026-06-16 01:01:00,157,916502,381438,87.6615928357733,39.2843137254902,102,39.2843137254902
2026-06-16 01:02:00,638,916491,381402,87.6698310273217,39.2843137254902,102,39.2843137254902
2026-06-16 01:03:00,-237,916487,381412,87.6667727079691,39.2843137254902,102,39.2843137254902
2026-06-16 01:04:00,-237,916418,381395,87.663700897997,39.2843137254902,102,39.2843137254902
2026-06-16 01:05:00,-408,916449,381428,87.658431503974,39.2843137254902,102,39.2843137254902
2026-06-16 01:06:00,672,916454,381397,87.6671047698695,39.2843137254902,102,39.2843137254902
2026-06-16 01:07:00,15,916511,381420,87.6672939213577,39.2843137254902,102,39.2843137254902
2026-06-16 01:08:00,577,916452,381367,87.6747526661604,39.2843137254902,102,39.2843137254902
2026-06-16 01:09:00,-309,916461,381386,87.6707527559681,39.2843137254902,102,39.2843137254902
2026-06-16 01:10:00,127,916428,381366,87.6723960517329,39.2843137254902,102,39.2843137254902
2026-06-16 01:11:00,-170,916456,381386,87.6702071775267,39.2843137254902,102,39.2843137254902
2026-06-16 01:12:00,-370,916453,381403,87.665422502039,39.2843137254902,102,39.2843137254902
2026-06-16 01:13:00,-133,916466,381415,87.663694775587,39.2843137254902,102,39.2843137254902
2026-06-16 01:14:00,-97,916481,381426,87.6624475279637,39.2843137254902,102,39.2843137254902
2026-06-16 01:15:00,-306,916476,381439,87.6584937568309,39.2843137254902,102,39.2843137254902
2026-06-16 01:16:00,291,916448,381413,87.6622550545846,39.2843137254902,102,39.2843137254902
2026-06-16 01:17:00,110,916485,381423,87.6636705042985,39.2843137254902,102,39.2843137254902
2026-06-16 01:18:00,220,916415,381383,87.6665199297693,39.2843137254902,102,39.2843137254902
2026-06-16 01:19:00,76,916436,381388,87.667500432272,39.2843137254902,102,39.2843137254902
2026-06-16 01:20:00,350,916475,381387,87.6720181585635,39.2843137254902,102,39.2843137254902
2026-06-16 01:21:00,335,916481,381373,87.6763437182014,39.2843137254902,102,39.2843137254902
2026-06-16 01:22:00,-203,916421,381358,87.6737299579776,39.2843137254902,102,39.2843137254902
2026-06-16 01:23:00,57,916447,381366,87.6744692973171,39.2843137254902,102,39.2843137254902
2026-06-16 01:24:00,-162,916411,381359,87.6723765300344,39.2843137254902,102,39.2843137254902
2026-06-16 01:25:00,220,916502,381386,87.675226386915,39.2843137254902,102,39.2843137254902
2026-06-16 01:26:00,-235,916503,381398,87.6721891282745,39.2843137254902,102,39.2843137254902
2026-06-16 01:27:00,243,916450,381364,87.6753210799285,39.2843137254902,102,39.2843137254902
2026-06-16 01:28:00,-10,916420,381352,87.675194174944,39.2843137254902,102,39.2843137254902
2026-06-16 01:29:00,95,916448,381359,87.6764139382589,39.2843137254902,102,39.2843137254902
2026-06-16 01:30:00,377,916435,381335,87.6812888887408,39.2843137254902,102,39.2843137254902
2026-06-16 01:31:00,-322,916380,381328,87.6771228650567,39.2843137254902,102,39.2843137254902
2026-06-16 01:32:00,-220,916414,381353,87.6742772265843,39.2843137254902,102,39.2843137254902
2026-06-16 01:33:00,180,916404,381340,87.676594983967,39.2843137254902,102,39.2843137254902
2026-06-16 01:34:00,127,916371,381320,87.6782386883611,39.2843137254902,102,39.2843137254902
2026-06-16 01:35:00,-464,916441,381372,87.6722413134066,39.2843137254902,102,39.2843137254902
2026-06-16 01:36:00,431,916379,381325,87.6778004673462,39.2843137254902,102,39.2843137254902
2026-06-16 01:37:00,-462,916418,381364,87.6718292845561,39.2843137254902,102,39.2843137254902
2026-06-16 01:38:00,644,916463,381351,87.6801484618466,39.2843137254902,102,39.2843137254902
2026-06-16 01:39:00,-105,916429,381342,87.678798536215,39.2843137254902,102,39.2843137254902
2026-06-16 01:40:00,-830,916458,381395,87.6680656231619,39.2843137254902,102,39.2843137254902
2026-06-16 01:41:00,140,916489,381401,87.6698749943392,39.2843137254902,102,39.2843137254902
2026-06-16 01:42:00,390,916540,381403,87.674915173322,39.2843137254902,102,39.2843137254902
2026-06-16 01:43:00,511,916490,381357,87.6815211862621,30.3014705882353,136,30.3014705882353
2026-06-16 01:44:00,386,916454,381323,87.6865090073963,30.3014705882353,136,30.3014705882353
2026-06-16 01:45:00,-340,916481,381351,87.6821125153039,30.3014705882353,136,30.3014705882353
2026-06-16 01:46:00,-396,916535,381393,87.6769915749002,30.3014705882353,136,30.3014705882353
2026-06-16 01:47:00,322,916441,381338,87.6811568907617,30.3014705882353,136,30.3014705882353
2026-06-16 01:48:00,-98,916415,381332,87.6798932081435,30.3014705882353,136,30.3014705882353
2026-06-16 01:49:00,-200,916461,381361,87.6773080095473,30.3014705882353,136,30.3014705882353
2026-06-16 01:50:00,56,916458,381357,87.6780295432909,30.3014705882353,136,30.3014705882353
2026-06-16 01:51:00,231,916459,381346,87.6810231369479,30.3014705882353,136,30.3014705882353
2026-06-16 01:52:00,-20,916447,381342,87.680762662539,30.3014705882353,136,30.3014705882353
2026-06-16 01:53:00,-96,916438,381343,87.6795183727406,30.3014705882353,136,30.3014705882353
2026-06-16 01:54:00,149,916446,381339,87.6814402439236,30.3014705882353,136,30.3014705882353
2026-06-16 01:55:00,246,916504,381351,87.6846220830309,30.3014705882353,136,30.3014705882353
2026-06-16 01:56:00,-26,916525,381361,87.6842911507198,30.3014705882353,136,30.3014705882353
2026-06-16 01:57:00,-112,916466,381342,87.6828358651405,30.3014705882353,136,30.3014705882353
2026-06-16 01:58:00,-184,916574,381396,87.6804600539043,30.3014705882353,136,30.3014705882353
2026-06-16 01:59:00,-221,916555,381399,87.6776005146615,30.3014705882353,136,30.3014705882353
2026-06-16 02:00:00,741,916537,381355,87.6871737602055,30.3014705882353,136,30.3014705882353
2026-06-16 02:01:00,203,916573,381360,87.6897904056838,30.3014705882353,136,30.3014705882353
2026-06-16 02:02:00,279,916481,381308,87.6933888524468,30.3014705882353,136,30.3014705882353
2026-06-16 02:03:00,-268,916543,381347,87.6899262010283,30.3014705882353,136,30.3014705882353
2026-06-16 02:04:00,-56,916570,381361,87.6892008798947,30.3014705882353,136,30.3014705882353
2026-06-16 02:05:00,-316,916559,381372,87.6851163816186,30.3014705882353,136,30.3014705882353
2026-06-16 02:06:00,-184,916542,381374,87.682737180139,30.3014705882353,136,30.3014705882353
2026-06-16 02:07:00,397,916565,381364,87.6878687132158,30.3014705882353,136,30.3014705882353
2026-06-16 02:08:00,194,916511,381332,87.6903682627925,30.3014705882353,136,30.3014705882353
2026-06-16 02:09:00,-340,916502,381345,87.6859772283098,30.3014705882353,136,30.3014705882353
2026-06-16 02:10:00,-314,916484,381353,87.6819154039443,30.3014705882353,136,30.3014705882353
2026-06-16 02:11:00,675,916499,381326,87.6906323854201,30.3014705882353,136,30.3014705882353
2026-06-16 02:12:00,-670,916439,381334,87.6819875986934,30.3014705882353,136,30.3014705882353
2026-06-16 02:13:00,377,916462,381325,87.6868574450172,30.3014705882353,136,30.3014705882353
2026-06-16 02:14:00,384,916433,381294,87.6918229308269,30.3014705882353,136,30.3014705882353
2026-06-16 02:15:00,75,916490,381314,87.6927973459811,30.3014705882353,136,30.3014705882353
2026-06-16 02:16:00,-303,916519,381341,87.6888810142245,30.3014705882353,136,30.3014705882353
