date,AE33,AE36,MAAP,orden
2026-08-03T10:25:00Z,997.8499999999999,22.562499999999996,150.00000000000003,14140
2026-08-03T10:30:00Z,1716.5833333333296,22.562499999999996,590,14141
2026-08-03T10:35:00Z,1528.2666666666603,22.562499999999996,320,14142
2026-08-03T10:40:00Z,1097,22.562499999999996,380,14143
2026-08-03T10:45:00Z,863.88,22.562499999999996,250,14144
2026-08-03T10:50:00Z,751.3199999999999,15.469462025316501,120.00000000000001,14145
2026-08-03T10:55:00Z,487.7272727272729,13.696202531645602,120.00000000000001,14146
2026-08-03T11:00:00Z,330.8181818181819,13.696202531645602,130,14147
2026-08-03T11:05:00Z,425.32121212121194,13.696202531645602,170,14148
2026-08-03T11:10:00Z,563.333333333333,13.696202531645602,180,14149
2026-08-03T11:15:00Z,403.33333333333303,13.696202531645602,130,14150
2026-08-03T11:20:00Z,617.2,13.696202531645602,320,14151
2026-08-03T11:25:00Z,1220.2666666666703,13.696202531645602,329.99999999999994,14152
2026-08-03T11:30:00Z,864.6285714285722,13.696202531645602,280,14153
2026-08-03T11:35:00Z,714.371428571429,13.696202531645602,510,14154
2026-08-03T11:40:00Z,613,13.696202531645602,1290,14155
2026-08-03T11:45:00Z,263.61538461538504,13.696202531645602,560,14156
2026-08-03T11:50:00Z,263.61538461538504,13.696202531645602,760,14157
2026-08-03T11:55:00Z,270.641958041958,13.696202531645602,460,14158
2026-08-03T12:00:00Z,281.181818181818,13.696202531645602,240.00000000000003,14159
2026-08-03T12:05:00Z,443.94545454545397,13.696202531645602,460,14160
2026-08-03T12:10:00Z,189.13043478260903,138.375,190,14161
2026-08-03T12:15:00Z,189.13043478260903,239.025,170,14162
2026-08-03T12:20:00Z,189.13043478260903,358.6,440,14163
2026-08-03T12:25:00Z,189.13043478260903,432,560,14164
2026-08-03T12:30:00Z,189.13043478260903,163.55555555555597,120.00000000000001,14165
2026-08-03T12:35:00Z,189.13043478260903,164.33333333333303,779.9999999999999,14166
2026-08-03T12:40:00Z,189.13043478260903,167.444444444444,550,14167
2026-08-03T12:45:00Z,189.13043478260903,199.02666666666698,370,14168
2026-08-03T12:50:00Z,189.13043478260903,1250.94,470.00000000000006,14169
2026-08-03T12:55:00Z,128.89275362318796,1524.9333333333298,339.99999999999994,14170
2026-08-03T13:00:00Z,113.83333333333299,269.166666666667,90,14171
2026-08-03T13:05:00Z,113.83333333333299,688,140,14172
2026-08-03T13:10:00Z,113.83333333333299,513.4,130,14173
2026-08-03T13:15:00Z,113.83333333333299,323.6,220,14174
2026-08-03T13:20:00Z,113.83333333333299,548.466666666667,350,14175
2026-08-03T13:25:00Z,440.82380952381004,882.2333333333331,10,14176
2026-08-03T13:30:00Z,431.242857142857,822.4,40,14177
2026-08-03T13:35:00Z,294.25,586.757142857143,50,14178
2026-08-03T13:40:00Z,294.25,219.14285714285697,110,14179
2026-08-03T13:45:00Z,181.77777777777797,265.6,40,14180
2026-08-03T13:50:00Z,181.77777777777797,202.375,40,14181
2026-08-03T13:55:00Z,181.77777777777797,185.59642857142904,80,14182
2026-08-03T14:00:00Z,242.30666666666698,160.428571428571,100,14183
2026-08-03T14:05:00Z,333.1,104,60,14184
2026-08-03T14:10:00Z,317.275384615385,104,50,14185
2026-08-03T14:15:00Z,293.538461538462,177,60,14186
2026-08-03T14:20:00Z,293.538461538462,1099.2,10,14187
2026-08-03T14:25:00Z,222.13626373626397,585.333333333333,10,14188
2026-08-03T14:30:00Z,245.46742857142803,774.6666666666671,80,14189
2026-08-03T14:35:00Z,307.24,319.77142857142894,339.99999999999994,14190
2026-08-03T14:40:00Z,307.24,237.85714285714306,240.00000000000003,14191
